3;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01;7.873342963316111165e-01
5;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00;1.223792261406402959e+00
8;1.169908592465615182e+00;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01;3.254384714869431039e-01
10;1.207197739444523465e+00;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01;3.731175343978124781e-01
